Date,,occur_time,poss_date,poss_time,MaxOfnum_victims,,Avg Day,,UC2 Literal,neighborhood,x,y
12/4/17,,20:15:00,12/4/17,20:15:00,1,,1,,1,,-84.45274,33.82065
12/4/17,,18:00:00,12/4/17,19:42:00,1,,1,,2,125,-84.36977,33.84451
12/4/17,,20:24:00,12/4/17,20:28:00,2,,1,,3,1,-84.39469,33.76071
12/4/17,,20:00:00,12/4/17,20:35:00,1,,1,,8,51,-84.37797,33.77549
12/4/17,,12:09:00,12/4/17,15:30:00,1,,1,,2,7,-84.36157,33.73358
12/4/17,,22:21:00,12/4/17,22:21:00,1,,1,,2,23,-84.36212,33.84676
12/4/17,,19:15:00,12/4/17,21:20:00,1,,1,,1,26,-84.35734,33.7635
12/4/17,,17:00:00,12/4/17,18:00:00,1,,1,,2,7,-84.36523,33.7358
12/4/17,,20:15:00,12/4/17,21:00:00,1,,1,,1,22,-84.38498,33.83157
12/4/17,,15:43:00,12/4/17,22:00:00,1,,1,,1,7,-84.36911,33.7464
12/4/17,,7:15:00,12/4/17,22:13:00,2,,1,,1,104,-84.3667,33.72622
12/4/17,,17:30:00,12/3/17,21:30:00,1,,7,,1,152,-84.39807,33.70649
12/4/17,,22:00:00,12/4/17,22:41:00,4,,1,,1,35,-84.4493,33.81656
12/4/17,,19:30:00,12/4/17,21:40:00,1,,1,,2,51,-84.38355,33.78013
12/4/17,,15:00:00,12/4/17,22:49:00,1,,1,,1,131,-84.41018,33.73653
12/4/17,,23:30:00,12/2/17,5:30:00,1,,6,,9,50,-84.51621,33.69231
12/4/17,,22:00:00,12/4/17,22:30:00,1,,1,,1,2,-84.40974,33.78332
12/4/17,,2:00:00,11/29/17,2:30:00,1,,3,,4,71,-84.36844,33.65298
12/3/17,,4:00:00,12/2/17,11:30:00,1,,6,,1,3,-84.394,33.73163
12/3/17,,22:30:00,12/3/17,0:59:00,1,,6,,1,128,-84.40126,33.71492
12/3/17,,0:48:00,12/3/17,0:55:00,1,,7,,8,3,-84.39567,33.73925
12/3/17,,17:30:00,12/3/17,1:57:00,1,,6,,6,62,-84.40612,33.72971
12/3/17,,22:00:00,12/3/17,2:10:00,3,,7,,1,39,-84.37536,33.75392
12/3/17,,22:00:00,12/3/17,2:16:00,1,,7,,6,101,-84.48171,33.80963
12/3/17,,2:00:00,12/3/17,2:18:00,1,,7,,8,58,-84.36689,33.8213
12/3/17,,21:30:00,12/3/17,2:19:00,1,,6,,1,62,-84.40295,33.72798
12/3/17,,3:00:00,12/3/17,3:14:00,2,,7,,2,13,-84.45276,33.70222
12/3/17,,0:30:00,12/3/17,3:30:00,1,,7,,1,99,-84.37778,33.83823
12/3/17,,12:00:00,12/3/17,3:20:00,2,,6,,6,41,-84.5059,33.77533
12/3/17,,3:38:00,12/3/17,4:05:00,1,,7,,2,112,-84.42966,33.73267
12/3/17,,2:40:00,12/3/17,3:30:00,1,,7,,1,91,-84.41486,33.7632
12/3/17,,4:45:00,12/3/17,5:03:00,1,,7,,3,80,-84.42183,33.77289
12/3/17,,5:00:00,12/3/17,5:12:00,1,,7,,9,1,-84.39415,33.74747
12/3/17,,5:00:00,12/3/17,6:00:00,2,,7,,9,99,-84.37551,33.841
12/3/17,,6:09:00,12/3/17,6:15:00,1,,7,,8,52,-84.4368,33.71955
12/3/17,,21:00:00,12/3/17,7:00:00,1,,7,,1,82,-84.36578,33.81235
12/3/17,,7:24:00,12/3/17,7:30:00,1,,7,,1,57,-84.41663,33.72052
12/3/17,,3:00:00,12/3/17,7:00:00,1,,7,,1,118,-84.37939,33.85111
12/3/17,,7:30:00,12/3/17,7:35:00,1,,7,,3,8,-84.37156,33.76911
12/3/17,,7:40:00,12/3/17,7:45:00,1,,7,,6,92,-84.40668,33.79724
12/3/17,,3:00:00,12/3/17,8:03:00,2,,7,,6,43,-84.38507,33.67268
12/3/17,,20:00:00,12/3/17,8:30:00,1,,7,,1,60,-84.46623,33.75183
12/3/17,,6:30:00,12/3/17,6:30:00,2,,7,,2,51,-84.37856,33.77338
12/3/17,,9:20:00,12/3/17,9:25:00,1,,7,,3,85,-84.35849,33.70979
12/3/17,,12:20:00,12/3/17,9:00:00,1,,6,,8,1,-84.38429,33.76051
12/3/17,,23:20:00,12/1/17,23:50:00,1,,5,,8,187,-84.38306,33.72147
12/3/17,,9:45:00,12/3/17,9:50:00,1,,7,,1,26,-84.3497,33.76377
12/3/17,,17:00:00,11/30/17,8:00:00,1,,8,,2,8,-84.36561,33.76462
12/3/17,,10:29:00,12/3/17,10:29:00,1,,7,,6,134,-84.47156,33.78999
12/3/17,,8:30:00,12/3/17,10:30:00,2,,7,,1,,-84.36922,33.78223
12/3/17,,1:00:00,12/3/17,10:30:00,1,,7,,1,87,-84.51149,33.67335
12/3/17,,19:00:00,12/3/17,10:30:00,1,,7,,1,11,-84.41085,33.68627
12/3/17,,12:00:00,12/3/17,11:03:00,1,,8,,8,109,-84.35618,33.84691
12/3/17,,4:30:00,12/2/17,4:45:00,1,,6,,2,118,-84.37291,33.84286
12/3/17,,17:00:00,12/3/17,4:00:00,1,,6,,1,6,-84.33246,33.73687
12/3/17,,1:15:00,12/3/17,4:00:00,1,,7,,1,2,-84.40047,33.78589
12/3/17,,17:30:00,12/3/17,12:00:00,1,,7,,6,166,-84.52011,33.75836
12/3/17,,11:50:00,12/3/17,12:04:00,1,,7,,2,28,-84.43795,33.73323
12/3/17,,12:00:00,12/3/17,12:03:00,1,,7,,8,112,-84.43043,33.71507
12/3/17,,12:15:00,12/3/17,12:30:00,1,,7,,8,11,-84.41029,33.6824
12/3/17,,11:30:00,12/3/17,12:25:00,1,,7,,1,91,-84.40445,33.75973
12/3/17,,22:00:00,12/3/17,12:15:00,1,,7,,1,51,-84.39037,33.78143
12/3/17,,12:00:00,12/3/17,13:06:00,1,,7,,2,62,-84.40214,33.73238
12/3/17,,13:00:00,12/3/17,13:08:00,1,,7,,2,94,-84.45791,33.75719
12/3/17,,11:20:00,12/3/17,13:20:00,1,,7,,8,93,-84.40468,33.78874
12/3/17,,18:30:00,12/3/17,16:03:00,1,,7,,1,48,-84.40493,33.76854
12/3/17,,13:20:00,12/3/17,13:30:00,1,,7,,2,58,-84.36559,33.82295
12/3/17,,18:30:00,12/3/17,2:30:00,1,,6,,1,1,-84.38429,33.76051
12/3/17,,21:00:00,12/3/17,8:00:00,1,,7,,2,28,-84.46165,33.72386
12/3/17,,7:00:00,12/3/17,14:33:00,1,,8,,1,16,-84.3795,33.70684
12/3/17,,14:37:00,12/3/17,14:37:00,2,,7,,1,53,-84.49328,33.68845
12/3/17,,15:00:00,12/3/17,15:00:00,1,,8,,2,51,-84.38339,33.78398
12/3/17,,1:30:00,12/3/17,15:30:00,1,,7,,1,58,-84.36481,33.8201
12/3/17,,9:30:00,12/3/17,16:07:00,4,,7,,1,1,-84.39267,33.75699
12/3/17,,0:45:00,12/3/17,5:52:00,1,,7,,2,102,-84.39161,33.68651
12/3/17,,16:45:00,12/3/17,16:58:00,2,,7,,9,91,-84.40473,33.76119
12/3/17,,11:00:00,12/3/17,17:00:00,1,,7,,1,1,-84.38992,33.7573
12/3/17,,12:00:00,12/3/17,17:00:00,1,,7,,8,51,-84.38602,33.79323
12/3/17,,21:00:00,12/3/17,16:30:00,1,,8,,1,51,-84.38526,33.77407
12/3/17,,17:20:00,12/3/17,17:29:00,1,,7,,2,51,-84.38211,33.77282
12/3/17,,17:20:00,12/3/17,18:00:00,1,,7,,1,76,-84.34891,33.76673
12/3/17,,17:30:00,12/3/17,17:45:00,1,,7,,2,53,-84.4872,33.69168
12/3/17,,22:00:00,12/3/17,10:45:00,1,,7,,1,70,-84.41874,33.73202
12/3/17,,16:20:00,12/3/17,19:00:00,1,,7,,1,17,-84.36116,33.85252
12/3/17,,17:00:00,12/3/17,20:00:00,1,,7,,1,75,-84.35173,33.82236
12/3/17,,19:50:00,12/3/17,20:00:00,2,,7,,1,22,-84.38498,33.83157
12/3/17,,19:51:00,12/3/17,20:51:00,1,,7,,1,118,-84.37409,33.84413
12/3/17,,16:00:00,12/3/17,20:00:00,1,,7,,6,16,-84.37414,33.70695
12/3/17,,20:21:00,12/3/17,20:51:00,3,,7,,1,17,-84.36802,33.84713
12/3/17,,18:53:00,12/3/17,20:25:00,1,,7,,1,,-84.39005,33.81671
12/3/17,,20:00:00,12/3/17,21:00:00,1,,7,,1,2,-84.41244,33.78183
12/3/17,,12:30:00,12/3/17,21:15:00,2,,7,,1,1,-84.39619,33.76274
12/3/17,,4:00:00,12/3/17,22:10:00,1,,7,,1,39,-84.37288,33.75416
12/3/17,,17:00:00,12/2/17,19:00:00,1,,6,,1,1,-84.39271,33.76431
12/3/17,,22:50:00,12/3/17,23:00:00,1,,7,,3,8,-84.37253,33.77246
12/3/17,,21:20:00,12/3/17,23:00:00,1,,7,,1,2,-84.40835,33.78196
12/3/17,,23:46:00,12/3/17,23:50:00,1,,7,,3,,-84.51291,33.6889
12/3/17,,18:30:00,12/3/17,19:55:00,1,,7,,1,29,-84.50859,33.655
12/2/17,,6:00:00,12/2/17,19:45:00,1,,8,,6,,-84.37412,33.81267
12/2/17,,13:30:00,12/2/17,19:00:00,1,,6,,8,44,-84.4055,33.7539
12/2/17,,1:00:00,12/2/17,20:32:00,1,,6,,9,6,-84.3466,33.74006
12/2/17,,20:35:00,12/2/17,20:35:00,1,,6,,2,34,-84.42561,33.80058
12/2/17,,15:00:00,12/2/17,22:00:00,1,,6,,8,91,-84.40277,33.75806
12/2/17,,21:25:00,12/2/17,21:45:00,1,,6,,2,18,-84.34619,33.75674
12/2/17,,21:43:00,12/2/17,21:43:00,1,,6,,1,51,-84.37601,33.77423
12/2/17,,21:45:00,12/2/17,21:47:00,1,,6,,2,1,-84.38431,33.75939
12/2/17,,17:00:00,12/2/17,21:30:00,1,,6,,8,36,-84.44919,33.78956
12/2/17,,20:45:00,12/2/17,22:37:00,1,,6,,1,2,-84.40086,33.78593
12/2/17,,22:50:00,12/2/17,22:54:00,1,,6,,9,11,-84.4012,33.6841
12/2/17,,21:46:00,12/2/17,22:24:00,1,,6,,1,1,-84.38371,33.75956
12/2/17,,23:15:00,12/3/17,23:20:00,2,,7,,6,8,-84.37267,33.77159
12/2/17,,15:30:00,12/2/17,18:30:00,1,,6,,8,23,-84.36212,33.84676
12/2/17,,22:30:00,12/3/17,0:06:00,1,,6,,2,6,-84.34671,33.74123
12/2/17,,23:53:00,12/2/17,23:53:00,1,,6,,8,183,-84.49334,33.72723
12/2/17,,5:40:00,12/2/17,6:00:00,2,,6,,1,,-84.43521,33.65491
12/2/17,,20:00:00,12/2/17,0:00:00,1,,5,,1,4,-84.40075,33.74993
12/2/17,,0:30:00,12/2/17,0:49:00,1,,6,,3,,-84.49355,33.75638
12/2/17,,0:45:00,12/2/17,1:35:00,2,,6,,1,65,-84.36259,33.75219
12/2/17,,19:05:00,12/1/17,23:55:00,2,,5,,7,,-84.38949,33.81356
12/2/17,,23:50:00,12/2/17,1:43:00,1,,6,,1,3,-84.40248,33.73642
12/2/17,,2:16:00,12/2/17,2:16:00,1,,6,,1,65,-84.36795,33.74962
12/2/17,,1:00:00,12/2/17,2:00:00,1,,6,,2,39,-84.37288,33.75416
12/2/17,,0:01:00,12/2/17,2:40:00,3,,6,,1,158,-84.49972,33.69947
12/2/17,,1:00:00,12/2/17,2:44:00,1,,6,,1,4,-84.40426,33.74728
12/2/17,,1:20:00,12/2/17,3:25:00,1,,6,,1,2,-84.41436,33.78251
12/2/17,,3:00:00,12/2/17,3:29:00,1,,6,,8,156,-84.51112,33.69085
12/2/17,,4:00:00,12/2/17,4:30:00,1,,6,,6,21,-84.43654,33.77161
12/2/17,,5:30:00,12/2/17,5:35:00,1,,6,,9,114,-84.43954,33.86515
12/2/17,,7:28:00,12/2/17,7:30:00,1,,6,,9,3,-84.39658,33.7354
12/2/17,,6:00:00,12/2/17,6:45:00,1,,6,,8,51,-84.3831,33.78526
12/2/17,,6:00:00,12/2/17,6:20:00,1,,6,,3,70,-84.41738,33.74057
12/2/17,,7:30:00,12/2/17,7:52:00,1,,6,,8,43,-84.39153,33.67291
12/2/17,,14:30:00,12/2/17,1:00:00,1,,5,,2,60,-84.46438,33.75127
12/2/17,,19:00:00,12/2/17,6:45:00,1,,6,,1,17,-84.37018,33.84692
12/2/17,,10:00:00,12/2/17,10:20:00,1,,6,,3,66,-84.47442,33.70716
12/2/17,,10:21:00,12/2/17,10:21:00,1,,6,,8,94,-84.45791,33.75719
12/2/17,,17:00:00,12/2/17,10:00:00,1,,8,,8,3,-84.40118,33.74201
12/2/17,,0:01:00,12/1/17,10:58:00,1,,8,,6,20,-84.4222,33.74971
12/2/17,,1:30:00,12/2/17,10:58:00,2,,6,,8,70,-84.42574,33.73597
12/2/17,,10:45:00,12/10/17,11:02:00,1,,8,,2,52,-84.45385,33.70827
12/2/17,,0:00:00,12/2/17,3:00:00,1,,6,,1,12,-84.39079,33.71347
12/2/17,,9:00:00,12/2/17,11:25:00,0,,6,,1,29,-84.50908,33.65571
12/2/17,,11:30:00,12/2/17,11:39:00,3,,6,,1,19,-84.41017,33.70278
12/2/17,,18:00:00,12/2/17,11:41:00,1,,8,,7,82,-84.36626,33.80622
12/2/17,,11:00:00,12/2/17,12:00:00,2,,6,,1,19,-84.41106,33.69731
12/2/17,,17:21:00,12/2/17,9:00:00,1,,6,,1,1,-84.38561,33.76074
12/2/17,,11:00:00,12/2/17,11:20:00,2,,6,,1,23,-84.3595,33.85182
12/2/17,,12:44:00,12/2/17,12:44:00,1,,6,,2,93,-84.39466,33.7921
12/2/17,,11:30:00,12/2/17,13:08:00,1,,6,,8,1,-84.38962,33.76263
12/2/17,,6:30:00,12/2/17,9:00:00,1,,5,,1,178,-84.42475,33.83463
12/2/17,,0:00:00,12/2/17,14:29:00,1,,6,,1,31,-84.50749,33.7488
12/2/17,,21:00:00,12/2/17,2:00:00,1,,5,,8,26,-84.36002,33.75771
12/2/17,,12:00:00,11/29/17,18:00:00,1,,3,,2,86,-84.39773,33.80251
12/2/17,,1:55:00,12/2/17,2:40:00,2,,6,,2,39,-84.37378,33.75414
12/2/17,,15:36:00,12/2/17,15:39:00,1,,6,,2,53,-84.49773,33.68677
12/2/17,,14:00:00,11/30/17,14:30:00,1,,4,,2,8,-84.37177,33.75603
12/2/17,,6:00:00,12/2/17,15:42:00,1,,5,,2,116,-84.35825,33.84293
12/2/17,,20:00:00,12/2/17,5:00:00,1,,6,,1,60,-84.46822,33.74725
12/2/17,,16:00:00,12/2/17,16:08:00,1,,6,,8,62,-84.39633,33.72493
12/2/17,,16:00:00,12/2/17,16:25:00,1,,6,,1,70,-84.42403,33.7388
12/2/17,,8:00:00,12/2/17,16:30:00,1,,8,,1,150,-84.52708,33.69093
12/2/17,,15:47:00,12/2/17,16:00:00,1,,6,,2,23,-84.36212,33.84676
12/2/17,,15:00:00,12/2/17,16:30:00,4,,6,,1,29,-84.50787,33.65486
12/2/17,,14:00:00,12/2/17,15:30:00,0,,6,,1,51,-84.38484,33.77411
12/2/17,,17:06:00,12/2/17,17:16:00,1,,6,,8,194,-84.48511,33.80163
12/2/17,,2:00:00,12/2/17,17:30:00,1,,5,,6,46,-84.42542,33.81313
12/2/17,,15:30:00,12/2/17,17:58:00,1,,6,,1,112,-84.42456,33.72061
12/2/17,,2:45:00,12/2/17,3:00:00,1,,6,,9,,-84.39274,33.81203
12/2/17,,18:41:00,12/2/17,18:41:00,2,,6,,1,53,-84.4872,33.69168
12/2/17,,19:00:00,12/2/17,19:08:00,1,,6,,2,26,-84.34915,33.76686
12/2/17,,19:00:00,12/2/17,19:19:00,1,,6,,9,11,-84.40109,33.68123
12/2/17,,18:15:00,12/2/17,18:20:00,1,,6,,1,101,-84.48023,33.81224
12/2/17,,19:39:00,12/2/17,19:39:00,1,,6,,8,110,-84.49181,33.78575
12/2/17,,19:43:00,12/2/17,20:00:00,1,,6,,6,43,-84.39061,33.67863
12/2/17,,,12/2/17,8:20:00,,,6,,11,110,-84.49445,33.78088
12/1/17,,7:45:00,11/28/17,10:40:00,1,,2,,1,145,-84.37999,33.79284
12/1/17,,18:00:00,11/30/17,23:45:00,6,,4,,1,180,-84.40661,33.81274
12/1/17,,0:13:00,12/1/17,0:13:00,1,,5,,9,44,-84.41642,33.75195
12/1/17,,0:00:00,12/1/17,1:00:00,1,,4,,6,147,-84.35805,33.69307
12/1/17,,1:53:00,12/1/17,1:55:00,2,,5,,1,112,-84.43624,33.72408
12/1/17,,21:30:00,12/1/17,2:32:00,0,,5,,1,39,-84.37462,33.75502
12/1/17,,5:41:00,12/1/17,5:41:00,1,,5,,1,6,-84.3461,33.73562
12/1/17,,5:52:00,12/1/17,5:52:00,1,,5,,8,195,-84.50348,33.67532
12/1/17,,6:15:00,12/1/17,6:28:00,1,,5,,9,52,-84.4368,33.71678
12/1/17,,6:40:00,12/1/17,6:50:00,1,,5,,3,2,-84.39889,33.78306
12/1/17,,1:00:00,12/1/17,7:22:00,2,,5,,1,58,-84.36684,33.82494
12/1/17,,22:30:00,12/1/17,7:20:00,1,,5,,8,7,-84.36813,33.72772
12/1/17,,18:00:00,12/1/17,7:26:00,3,,5,,1,26,-84.35972,33.756
12/1/17,,7:25:00,12/1/17,7:31:00,1,,5,,4,70,-84.42409,33.74659
12/1/17,,8:00:00,12/1/17,7:00:00,1,,8,,2,1,-84.38954,33.75445
12/1/17,,23:30:00,12/1/17,7:40:00,1,,5,,1,7,-84.36731,33.73381
12/1/17,,22:00:00,12/1/17,7:30:00,1,,5,,1,76,-84.34569,33.76467
12/1/17,,1:00:00,12/1/17,8:00:00,1,,5,,1,3,-84.40206,33.73896
12/1/17,,22:00:00,12/1/17,8:02:00,1,,5,,1,16,-84.40218,33.70414
12/1/17,,19:30:00,12/1/17,7:45:00,1,,5,,1,,-84.30473,33.73778
12/1/17,,6:15:00,12/1/17,6:30:00,1,,5,,6,112,-84.42357,33.72761
12/1/17,,21:00:00,12/1/17,7:00:00,1,,5,,1,4,-84.39848,33.75147
12/1/17,,15:30:00,12/1/17,7:30:00,1,,4,,1,175,-84.39857,33.82423
12/1/17,,12:00:00,12/1/17,8:43:00,1,,4,,8,12,-84.39276,33.71691
12/1/17,,8:30:00,11/30/17,18:30:00,1,,4,,1,51,-84.38788,33.79378
12/1/17,,5:00:00,12/1/17,6:15:00,1,,5,,8,7,-84.36613,33.72908
12/1/17,,23:33:00,12/1/17,0:08:00,1,,4,,7,17,-84.3625,33.85088
12/1/17,,0:00:00,11/30/17,23:59:00,1,,4,,2,1,-84.39635,33.75733
12/1/17,,9:58:00,12/1/17,9:58:00,1,,5,,2,91,-84.41457,33.75504
12/1/17,,7:00:00,12/1/17,10:00:00,1,,8,,2,3,-84.39741,33.74116
12/1/17,,10:45:00,12/1/17,10:50:00,1,,5,,1,51,-84.38817,33.7847
12/1/17,,9:46:00,12/1/17,10:49:00,1,,4,,1,82,-84.36899,33.79675
12/1/17,,11:09:00,12/1/17,11:30:00,1,,5,,9,147,-84.36012,33.69323
12/1/17,,22:20:00,12/1/17,11:13:00,1,,5,,1,1,-84.389,33.76332
12/1/17,,19:00:00,11/30/17,12:30:00,2,,4,,6,110,-84.47356,33.76993
12/1/17,,15:00:00,12/1/17,19:00:00,1,,5,,2,,-84.49165,33.75428
12/1/17,,13:00:00,12/1/17,11:48:00,1,,8,,2,121,-84.4894,33.79508
12/1/17,,22:00:00,12/1/17,5:00:00,1,,5,,1,51,-84.37382,33.7754
12/1/17,,12:29:00,11/29/17,12:29:00,1,,3,,2,17,-84.36058,33.85248
12/1/17,,11:30:00,11/28/17,12:00:00,1,,2,,2,130,-84.392,33.87583
12/1/17,,12:45:00,12/1/17,12:45:00,1,,5,,2,91,-84.41457,33.75504
12/1/17,,12:45:00,12/1/17,12:45:00,1,,5,,2,51,-84.37078,33.77613
12/1/17,,19:00:00,11/30/17,20:00:00,1,,4,,1,51,-84.36717,33.77909
12/1/17,,12:30:00,12/1/17,13:11:00,3,,5,,1,30,-84.43314,33.81542
12/1/17,,12:30:00,12/1/17,13:00:00,1,,5,,1,63,-84.41606,33.81036
12/1/17,,12:44:00,12/1/17,13:31:00,1,,5,,2,61,-84.31253,33.73978
12/1/17,,13:33:00,12/1/17,13:35:00,1,,5,,5,1,-84.38745,33.76073
12/1/17,,12:18:00,12/1/17,12:20:00,1,,5,,2,51,-84.38818,33.79742
12/1/17,,13:58:00,12/1/17,15:00:00,1,,5,,3,78,-84.35248,33.69242
12/1/17,,9:50:00,12/1/17,13:50:00,2,,5,,6,131,-84.41284,33.72609
12/1/17,,13:57:00,12/1/17,13:57:00,1,,5,,2,58,-84.36699,33.82678
12/1/17,,12:20:00,12/1/17,12:30:00,1,,5,,1,196,-84.50681,33.71197
12/1/17,,21:30:00,12/1/17,14:31:00,1,,5,,1,7,-84.36685,33.72741
12/1/17,,6:00:00,12/1/17,13:00:00,1,,5,,8,51,-84.38654,33.78481
12/1/17,,9:30:00,12/1/17,13:00:00,1,,5,,1,26,-84.36396,33.75824
12/1/17,,14:30:00,12/1/17,14:46:00,1,,5,,2,17,-84.37538,33.86503
12/1/17,,10:20:00,12/1/17,10:30:00,1,,5,,2,1,-84.38978,33.75223
12/1/17,,8:50:00,11/30/17,16:15:00,1,,4,,2,18,-84.33124,33.76095
12/1/17,,14:35:00,12/1/17,14:50:00,1,,5,,2,51,-84.38747,33.78014
12/1/17,,18:45:00,11/30/17,19:00:00,1,,4,,8,10,-84.43922,33.7528
12/1/17,,20:30:00,12/1/17,15:02:00,1,,5,,1,48,-84.40498,33.76527
12/1/17,,12:00:00,12/1/17,15:00:00,1,,5,,1,162,-84.31638,33.74454
12/1/17,,15:30:00,11/29/17,15:30:00,1,,3,,2,53,-84.49773,33.68677
12/1/17,,11:30:00,12/1/17,15:00:00,1,,5,,1,51,-84.39033,33.78095
12/1/17,,15:30:00,12/1/17,15:55:00,1,,5,,1,30,-84.4277,33.80252
12/1/17,,8:00:00,12/1/17,16:30:00,1,,5,,1,34,-84.42704,33.78868
12/1/17,,17:06:00,12/1/17,17:15:00,1,,5,,1,59,-84.46714,33.76785
12/1/17,,13:30:00,12/1/17,17:24:00,1,,8,,1,1,-84.38075,33.75741
12/1/17,,12:30:00,12/1/17,17:30:00,1,,5,,1,51,-84.38243,33.78323
12/1/17,,17:00:00,12/1/17,18:00:00,1,,5,,9,48,-84.41421,33.77064
12/1/17,,18:00:00,12/1/17,19:00:00,1,,5,,5,38,-84.40869,33.80077
12/1/17,,16:00:00,12/1/17,18:00:00,1,,5,,1,1,-84.38955,33.7521
12/1/17,,20:50:00,12/1/17,20:50:00,1,,5,,9,146,-84.50469,33.74255
12/1/17,,19:30:00,12/1/17,19:38:00,1,,5,,2,108,-84.34958,33.72039
12/1/17,,19:20:00,12/1/17,19:45:00,1,,5,,2,2,-84.41208,33.7858
12/1/17,,20:00:00,11/24/17,20:30:00,1,,8,,2,23,-84.36212,33.84676
12/1/17,,20:00:00,12/1/17,20:17:00,1,,5,,2,70,-84.41292,33.73971
12/1/17,,19:30:00,12/1/17,20:00:00,1,,5,,1,48,-84.41523,33.76944
12/1/17,,20:30:00,12/1/17,21:00:00,1,,5,,1,48,-84.40884,33.77094
12/1/17,,18:30:00,12/1/17,20:30:00,1,,5,,6,125,-84.36679,33.83364
12/1/17,,20:00:00,12/1/17,21:00:00,2,,5,,1,17,-84.37949,33.87728
12/1/17,,20:05:00,12/2/17,21:45:00,1,,6,,1,75,-84.3513,33.81906
12/1/17,,20:08:00,12/1/17,20:08:00,1,,5,,5,91,-84.41736,33.763
12/1/17,,21:35:00,12/1/17,22:11:00,1,,5,,2,1,-84.38672,33.76152
12/1/17,,15:00:00,12/1/17,22:00:00,1,,5,,1,73,-84.37025,33.79592
12/1/17,,20:50:00,12/1/17,22:45:00,1,,5,,1,51,-84.38122,33.77833
12/1/17,,18:55:00,12/1/17,22:50:00,1,,5,,1,51,-84.38284,33.77489
12/1/17,,20:00:00,12/1/17,23:21:00,1,,5,,1,97,-84.36327,33.77467
12/1/17,,21:00:00,12/1/17,23:30:00,1,,5,,2,47,-84.38843,33.84588
12/1/17,,8:30:00,12/1/17,11:53:00,1,,8,,1,,-84.44566,33.64322
12/1/17,,10:00:00,12/1/17,12:00:00,2,,5,,1,,-84.42754,33.65488
11/30/17,,2:30:00,11/30/17,3:00:00,1,,4,,8,14,-84.43006,33.75515
11/30/17,,1:00:00,11/30/17,4:23:00,1,,4,,1,2,-84.41167,33.78257
11/30/17,,5:47:00,11/30/17,6:25:00,1,,4,,9,112,-84.42897,33.71715
11/30/17,,22:00:00,11/30/17,6:00:00,1,,4,,2,1,-84.39599,33.76721
11/30/17,,21:30:00,11/30/17,7:00:00,1,,4,,8,133,-84.40964,33.81437
11/30/17,,22:30:00,11/30/17,7:20:00,1,,4,,1,1,-84.38185,33.75546
11/30/17,,18:00:00,11/30/17,7:40:00,1,,4,,1,61,-84.30321,33.75231
11/30/17,,7:42:00,11/30/17,9:45:00,3,,4,,1,51,-84.38718,33.77773
11/30/17,,23:00:00,11/30/17,8:13:00,1,,4,,1,6,-84.34462,33.7329
11/30/17,,8:30:00,11/30/17,8:35:00,1,,4,,9,1,-84.3824,33.76354
11/30/17,,8:15:00,11/30/17,8:20:00,1,,4,,2,75,-84.35188,33.81631
11/30/17,,2:30:00,11/28/17,2:30:00,1,,2,,2,51,-84.3786,33.77593
11/30/17,,21:30:00,11/30/17,8:30:00,1,,4,,1,,-84.39145,33.81096
11/30/17,,16:00:00,11/30/17,8:46:00,1,,4,,1,1,-84.38314,33.76157
11/30/17,,22:50:00,11/28/17,23:20:00,2,,2,,2,2,-84.39406,33.78645
11/30/17,,0:01:00,11/30/17,7:00:00,1,,4,,1,133,-84.41337,33.8175
11/30/17,,8:30:00,11/30/17,9:00:00,1,,4,,2,38,-84.41278,33.80388
11/30/17,,19:45:00,11/30/17,9:00:00,1,,4,,8,133,-84.41268,33.8142
11/30/17,,11:30:00,11/30/17,9:00:00,1,,3,,2,130,-84.4018,33.8769
11/30/17,,10:00:00,11/30/17,5:00:00,1,,8,,8,94,-84.45752,33.75539
11/30/17,,20:00:00,11/30/17,10:00:00,1,,4,,1,82,-84.3485,33.78923
11/30/17,,22:00:00,11/30/17,10:00:00,1,,4,,2,158,-84.50316,33.70957
11/30/17,,8:45:00,11/30/17,11:00:00,1,,4,,1,,-84.49638,33.74777
11/30/17,,22:30:00,11/25/17,6:45:00,1,,6,,1,1,-84.391,33.75557
11/30/17,,15:30:00,11/29/17,15:45:00,1,,3,,9,24,-84.3635,33.72799
11/30/17,,19:30:00,11/30/17,11:00:00,1,,4,,6,6,-84.34189,33.73927
11/30/17,,6:30:00,11/30/17,7:00:00,1,,4,,8,133,-84.41122,33.81542
11/30/17,,12:20:00,11/30/17,12:39:00,1,,4,,3,187,-84.36865,33.7168
11/30/17,,12:15:00,11/30/17,12:30:00,1,,4,,1,8,-84.37127,33.76744
11/30/17,,12:30:00,11/30/17,12:40:00,1,,4,,2,45,-84.5076,33.76208
11/30/17,,18:26:00,11/29/17,18:26:00,2,,3,,2,17,-84.36278,33.85302
11/30/17,,13:03:00,11/30/17,13:03:00,1,,4,,2,88,-84.41776,33.75901
11/30/17,,9:00:00,11/30/17,12:45:00,1,,3,,6,197,-84.37266,33.69501
11/30/17,,13:10:00,11/30/17,13:18:00,1,,4,,2,58,-84.36328,33.82403
11/30/17,,7:00:00,11/30/17,7:00:00,1,,8,,7,4,-84.39696,33.75117
11/30/17,,5:00:00,11/30/17,12:30:00,1,,4,,2,48,-84.41514,33.78022
11/30/17,,8:30:00,11/30/17,13:30:00,1,,4,,8,51,-84.38547,33.77479
